0,2022-03-09 14:31:44,31.55,+0.81 (+2.62%),"26,584,620",,30.74,98.81,+3.91 (+4.12%),"15,089,613",,94.90,162.48,+5.04 (+3.20%),"57,073,631",,157.44,"2,775.97",+55.68 (+2.05%),"2,131,462",,"2,720.29",287.81,+11.96 (+4.34%),"21,495,255",,275.85,360.16,+18.40 (+5.38%),"4,672,378",,341.76,"2,670.78",+125.21 (+4.92%),"1,055,501",,"2,545.57"
0,2022-03-09 14:31:58,31.55,+0.81 (+2.62%),"26,586,624",,30.74,98.79,+3.89 (+4.10%),"15,100,459",,94.90,162.48,+5.04 (+3.20%),"57,193,712",,157.44,"2,773.71",+53.42 (+1.96%),"2,133,809",,"2,720.29",287.71,+11.86 (+4.30%),"21,514,260",,275.85,359.95,+18.19 (+5.32%),"4,673,716",,341.76,"2,670.78",+125.21 (+4.92%),"1,056,270",,"2,545.57"
0,2022-03-09 14:32:15,31.53,+0.80 (+2.59%),"26,598,274",,30.74,98.83,+3.93 (+4.14%),"15,106,284",,94.90,162.50,+5.06 (+3.21%),"57,231,710",,157.44,"2,776.68",+56.39 (+2.07%),"2,134,456",,"2,720.29",287.85,+12.00 (+4.35%),"21,531,828",,275.85,360.12,+18.36 (+5.37%),"4,676,613",,341.76,"2,670.47",+124.90 (+4.91%),"1,057,010",,"2,545.57"
0,2022-03-09 14:32:32,31.55,+0.81 (+2.62%),"26,607,117",,30.74,98.90,+4.00 (+4.21%),"15,128,107",,94.90,162.55,+5.11 (+3.25%),"57,290,776",,157.44,"2,779.60",+59.31 (+2.18%),"2,135,281",,"2,720.29",287.90,+12.05 (+4.37%),"21,562,532",,275.85,359.90,+18.14 (+5.31%),"4,680,654",,341.76,"2,670.47",+124.90 (+4.91%),"1,057,434",,"2,545.57"
0,2022-03-09 14:32:48,31.53,+0.80 (+2.59%),"26,613,572",,30.74,98.88,+3.98 (+4.19%),"15,134,732",,94.90,162.52,+5.08 (+3.23%),"57,349,437",,157.44,"2,779.60",+59.31 (+2.18%),"2,135,734",,"2,720.29",287.97,+12.12 (+4.39%),"21,636,139",,275.85,359.79,+18.03 (+5.28%),"4,681,188",,341.76,"2,670.47",+124.90 (+4.91%),"1,057,526",,"2,545.57"
0,2022-03-09 14:33:07,31.55,+0.81 (+2.62%),"26,625,311",,30.74,98.88,+3.98 (+4.19%),"15,141,577",,94.90,162.52,+5.08 (+3.23%),"57,370,747",,157.44,"2,781.00",+60.71 (+2.23%),"2,136,925",,"2,720.29",288.01,+12.16 (+4.41%),"21,654,977",,275.85,359.75,+17.99 (+5.26%),"4,683,011",,341.76,"2,670.47",+124.90 (+4.91%),"1,058,596",,"2,545.57"
0,2022-03-09 14:33:23,31.55,+0.81 (+2.62%),"26,657,716",,30.74,98.89,+3.99 (+4.20%),"15,148,273",,94.90,162.57,+5.13 (+3.26%),"57,405,800",,157.44,"2,780.35",+60.06 (+2.21%),"2,137,403",,"2,720.29",288.13,+12.28 (+4.45%),"21,679,474",,275.85,359.87,+18.11 (+5.30%),"4,686,706",,341.76,"2,672.13",+126.56 (+4.97%),"1,059,247",,"2,545.57"
0,2022-03-09 14:33:42,31.53,+0.80 (+2.59%),"26,676,331",,30.74,98.89,+3.99 (+4.21%),"15,152,057",,94.90,162.57,+5.13 (+3.26%),"57,461,476",,157.44,"2,780.35",+60.06 (+2.21%),"2,138,376",,"2,720.29",288.13,+12.28 (+4.45%),"21,696,141",,275.85,359.89,+18.13 (+5.31%),"4,690,141",,341.76,"2,672.85",+127.28 (+5.00%),"1,059,578",,"2,545.57"
0,2022-03-09 14:33:57,31.53,+0.80 (+2.59%),"26,699,486",,30.74,98.94,+4.04 (+4.26%),"15,155,364",,94.90,162.61,+5.17 (+3.28%),"57,511,459",,157.44,"2,780.35",+60.06 (+2.21%),"2,138,600",,"2,720.29",288.21,+12.36 (+4.48%),"21,718,937",,275.85,359.83,+18.07 (+5.29%),"4,692,358",,341.76,"2,672.60",+127.03 (+4.99%),"1,061,024",,"2,545.57"
0,2022-03-09 14:34:14,31.50,+0.76 (+2.47%),"26,717,790",,30.74,98.95,+4.05 (+4.27%),"15,165,295",,94.90,162.63,+5.19 (+3.30%),"57,574,461",,157.44,"2,781.19",+60.90 (+2.24%),"2,140,750",,"2,720.29",288.19,+12.34 (+4.47%),"21,739,278",,275.85,359.90,+18.14 (+5.31%),"4,698,871",,341.76,"2,672.84",+127.27 (+5.00%),"1,061,435",,"2,545.57"
0,2022-03-09 14:34:32,31.53,+0.79 (+2.57%),"26,729,841",,30.74,99.00,+4.10 (+4.32%),"15,175,748",,94.90,162.65,+5.21 (+3.31%),"57,622,333",,157.44,"2,781.19",+60.90 (+2.24%),"2,140,997",,"2,720.29",288.09,+12.24 (+4.44%),"21,762,427",,275.85,359.88,+18.12 (+5.30%),"4,703,054",,341.76,"2,672.68",+127.11 (+4.99%),"1,067,674",,"2,545.57"
0,2022-03-09 14:34:54,31.50,+0.76 (+2.47%),"26,768,052",,30.74,98.93,+4.03 (+4.25%),"15,221,113",,94.90,162.66,+5.22 (+3.32%),"57,666,379",,157.44,"2,779.58",+59.29 (+2.18%),"2,141,980",,"2,720.29",288.05,+12.20 (+4.42%),"21,780,907",,275.85,359.52,+17.76 (+5.20%),"4,705,358",,341.76,"2,673.24",+127.67 (+5.02%),"1,069,324",,"2,545.57"
0,2022-03-09 14:35:13,31.52,+0.78 (+2.54%),"26,796,288",,30.74,99.00,+4.10 (+4.32%),"15,231,255",,94.90,162.76,+5.32 (+3.38%),"57,784,106",,157.44,"2,781.52",+61.23 (+2.25%),"2,143,177",,"2,720.29",288.08,+12.23 (+4.43%),"21,789,305",,275.85,359.76,+18.00 (+5.27%),"4,707,528",,341.76,"2,673.24",+127.67 (+5.02%),"1,069,962",,"2,545.57"
0,2022-03-09 14:35:31,31.52,+0.78 (+2.55%),"26,810,512",,30.74,98.97,+4.07 (+4.29%),"15,235,719",,94.90,162.71,+5.27 (+3.35%),"57,833,364",,157.44,"2,780.45",+60.16 (+2.21%),"2,143,709",,"2,720.29",287.80,+11.95 (+4.33%),"21,807,107",,275.85,359.33,+17.57 (+5.14%),"4,709,776",,341.76,"2,672.62",+127.05 (+4.99%),"1,070,345",,"2,545.57"
0,2022-03-09 14:35:49,31.50,+0.76 (+2.47%),"26,831,104",,30.74,98.93,+4.03 (+4.25%),"15,240,788",,94.90,162.67,+5.23 (+3.32%),"57,883,926",,157.44,"2,780.45",+60.16 (+2.21%),"2,144,005",,"2,720.29",287.81,+11.96 (+4.34%),"21,821,027",,275.85,359.16,+17.40 (+5.09%),"4,711,590",,341.76,"2,672.62",+127.05 (+4.99%),"1,070,411",,"2,545.57"
0,2022-03-09 14:36:06,31.50,+0.76 (+2.46%),"26,838,233",,30.74,98.95,+4.05 (+4.27%),"15,248,492",,94.90,162.74,+5.29 (+3.36%),"57,974,314",,157.44,"2,780.25",+59.96 (+2.20%),"2,145,452",,"2,720.29",287.94,+12.09 (+4.38%),"21,836,758",,275.85,359.27,+17.51 (+5.12%),"4,718,463",,341.76,"2,672.12",+126.55 (+4.97%),"1,071,397",,"2,545.57"
0,2022-03-09 14:36:23,31.52,+0.78 (+2.54%),"26,870,520",,30.74,,- (-),"15,251,397",,94.90,162.76,+5.32 (+3.38%),"58,015,515",,157.44,"2,781.71",+61.42 (+2.26%),"2,146,103",,"2,720.29",287.99,+12.14 (+4.40%),"21,860,915",,275.85,359.21,+17.45 (+5.11%),"4,720,946",,341.76,"2,672.12",+126.55 (+4.97%),"1,071,433",,"2,545.57"
0,2022-03-09 14:36:39,31.50,+0.76 (+2.49%),"26,893,205",,30.74,98.99,+4.09 (+4.31%),"15,258,300",,94.90,162.78,+5.34 (+3.39%),"58,046,038",,157.44,"2,782.43",+62.14 (+2.28%),"2,147,093",,"2,720.29",288.08,+12.23 (+4.43%),"21,870,066",,275.85,359.18,+17.42 (+5.10%),"4,722,365",,341.76,"2,672.12",+126.55 (+4.97%),"1,072,225",,"2,545.57"
0,2022-03-09 14:36:57,31.54,+0.80 (+2.60%),"26,901,285",,30.74,99.08,+4.18 (+4.40%),"15,275,231",,94.90,162.79,+5.35 (+3.39%),"58,131,862",,157.44,"2,782.50",+62.21 (+2.29%),"2,148,365",,"2,720.29",287.99,+12.14 (+4.40%),"21,881,729",,275.85,359.08,+17.32 (+5.07%),"4,723,770",,341.76,"2,672.12",+126.55 (+4.97%),"1,072,960",,"2,545.57"
0,2022-03-09 14:37:14,31.51,+0.77 (+2.52%),"26,919,064",,30.74,99.08,+4.18 (+4.40%),"15,283,053",,94.90,162.80,+5.36 (+3.40%),"58,167,219",,157.44,"2,783.49",+63.20 (+2.32%),"2,148,751",,"2,720.29",288.08,+12.23 (+4.43%),"21,891,743",,275.85,359.08,+17.32 (+5.07%),"4,724,306",,341.76,"2,672.12",+126.55 (+4.97%),"1,073,166",,"2,545.57"
0,2022-03-09 14:37:30,31.50,+0.76 (+2.49%),"26,923,705",,30.74,99.09,+4.19 (+4.42%),"15,287,049",,94.90,162.84,+5.40 (+3.43%),"58,211,063",,157.44,"2,783.49",+63.20 (+2.32%),"2,149,092",,"2,720.29",288.06,+12.21 (+4.43%),"21,902,507",,275.85,359.08,+17.32 (+5.07%),"4,724,627",,341.76,"2,672.12",+126.55 (+4.97%),"1,073,560",,"2,545.57"
0,2022-03-09 14:37:48,31.50,+0.76 (+2.46%),"26,936,224",,30.74,99.01,+4.11 (+4.33%),"15,293,609",,94.90,162.81,+5.37 (+3.41%),"58,264,457",,157.44,"2,783.56",+63.27 (+2.33%),"2,149,756",,"2,720.29",288.03,+12.18 (+4.42%),"21,915,526",,275.85,359.00,+17.24 (+5.04%),"4,734,381",,341.76,"2,672.24",+126.67 (+4.98%),"1,073,787",,"2,545.57"
0,2022-03-09 14:38:05,31.50,+0.76 (+2.47%),"26,949,973",,30.74,99.03,+4.13 (+4.35%),"15,297,230",,94.90,162.90,+5.46 (+3.47%),"58,320,961",,157.44,"2,784.40",+64.11 (+2.36%),"2,150,552",,"2,720.29",288.06,+12.21 (+4.43%),"21,926,236",,275.85,359.28,+17.52 (+5.13%),"4,735,757",,341.76,"2,672.24",+126.67 (+4.98%),"1,074,031",,"2,545.57"
0,2022-03-09 14:38:27,31.49,+0.75 (+2.42%),"26,960,465",,30.74,99.01,+4.11 (+4.33%),"15,304,391",,94.90,162.85,+5.41 (+3.44%),"58,376,006",,157.44,"2,782.18",+61.89 (+2.28%),"2,151,985",,"2,720.29",287.96,+12.11 (+4.39%),"21,933,510",,275.85,358.93,+17.17 (+5.02%),"4,738,421",,341.76,"2,671.84",+126.27 (+4.96%),"1,074,560",,"2,545.57"
0,2022-03-09 14:38:45,31.47,+0.73 (+2.36%),"26,972,012",,30.74,98.99,+4.09 (+4.31%),"15,326,225",,94.90,162.92,+5.48 (+3.48%),"58,434,818",,157.44,"2,781.70",+61.41 (+2.26%),"2,153,597",,"2,720.29",288.06,+12.21 (+4.43%),"21,946,602",,275.85,359.14,+17.38 (+5.09%),"4,740,691",,341.76,"2,672.19",+126.62 (+4.97%),"1,074,765",,"2,545.57"
0,2022-03-09 14:39:04,31.47,+0.73 (+2.36%),"26,982,677",,30.74,99.00,+4.10 (+4.32%),"15,332,929",,94.90,162.96,+5.52 (+3.51%),"58,510,716",,157.44,"2,781.84",+61.55 (+2.26%),"2,154,128",,"2,720.29",288.14,+12.29 (+4.46%),"21,960,392",,275.85,359.14,+17.38 (+5.09%),"4,740,988",,341.76,"2,673.20",+127.62 (+5.01%),"1,075,102",,"2,545.57"
0,2022-03-09 14:39:21,31.45,+0.72 (+2.33%),"26,987,074",,30.74,98.98,+4.08 (+4.30%),"15,340,620",,94.90,162.94,+5.50 (+3.49%),"58,555,291",,157.44,"2,787.00",+66.71 (+2.45%),"2,156,579",,"2,720.29",288.36,+12.51 (+4.54%),"21,973,994",,275.85,359.11,+17.35 (+5.08%),"4,744,699",,341.76,"2,674.84",+129.27 (+5.08%),"1,076,223",,"2,545.57"
